contract,internet_service_DSL,internet_service_Fiber,internet_service_Unknown,monthly_charges,online_security,payment_method_Cash,payment_method_Credit,payment_method_Debit,payment_method_UPI,support_calls,tech_support,tenure,total_charges,churn
1,1,0,0,100.55,1,0,1,0,0,2,1,1,100.55,1
2,0,1,0,90.7,1,0,1,0,0,4,0,11,997.7,1
0,0,0,1,46.4,0,0,1,0,0,3,0,61,2830.4,1
0,0,1,0,65.75,1,0,0,1,0,0,0,25,1643.75,0
0,0,1,0,47.47,0,0,1,0,0,3,0,18,854.46,1
0,1,0,0,109.94,0,0,1,0,0,2,0,10,1099.4,1
1,0,1,0,53.58,0,0,0,1,0,0,1,64,3429.12,1
2,0,1,0,85.78,1,0,0,1,0,2,0,35,3002.3,0
1,0,1,0,115.86,1,1,0,0,0,2,1,47,5445.42,0
0,0,1,0,56.39,1,0,0,1,0,3,0,18,1015.02,1
2,1,0,0,76.5,0,0,1,0,0,1,1,22,1683.0,0
0,0,1,0,39.7,1,1,0,0,0,4,1,11,436.7,0
0,0,1,0,98.77,1,1,0,0,0,0,1,24,2370.48,0
0,1,0,0,20.67,0,0,0,1,0,0,1,12,248.04,0
2,0,1,0,22.82,0,0,0,0,1,2,0,15,342.3,0
0,1,0,0,115.82,1,1,0,0,0,0,1,32,3706.24,0
2,0,1,0,52.95,0,0,0,1,0,0,1,1,52.95,0
0,1,0,0,75.78,1,0,0,1,0,4,1,68,5153.04,1
0,0,1,0,97.55,0,0,0,0,1,1,0,41,3999.55,1
0,0,0,1,70.37,1,0,0,0,1,3,0,58,4081.46,1
1,0,1,0,114.87,0,0,0,1,0,2,0,39,4479.93,0
0,0,1,0,111.64,1,0,1,0,0,1,1,33,3684.12,0
2,0,1,0,106.11,0,0,0,1,0,0,0,32,3395.52,0
0,0,1,0,77.75,0,0,0,1,0,2,0,26,2021.5,0
1,0,1,0,58.39,1,0,0,0,1,1,0,8,467.12,0
0,0,0,1,110.69,0,0,1,0,0,1,1,25,2767.25,0
0,1,0,0,81.45,1,0,0,1,0,2,0,48,3909.6,1
0,0,0,1,32.66,0,0,1,0,0,0,0,28,914.48,0
1,1,0,0,31.27,1,0,0,1,0,0,0,15,469.05,0
0,0,1,0,119.62,0,0,0,1,0,2,0,36,4306.32,0
0,1,0,0,106.53,0,0,0,0,1,0,1,62,6604.86,0
0,0,0,1,103.34,1,0,1,0,0,1,1,58,5993.72,0
1,0,0,1,29.46,0,1,0,0,0,0,0,61,1797.06,0
1,1,0,0,112.69,0,0,1,0,0,1,1,30,3380.7,0
0,0,1,0,43.1,1,0,0,1,0,0,1,66,2844.6,0
0,0,1,0,116.66,0,0,0,0,1,0,0,25,2916.5,1
2,0,1,0,51.68,0,0,0,1,0,2,1,62,3204.16,0
1,1,0,0,84.39,0,0,1,0,0,3,1,3,253.17,0
0,0,1,0,88.43,1,1,0,0,0,3,0,45,3979.35,1
1,1,0,0,21.84,0,1,0,0,0,0,1,53,1157.52,0
0,1,0,0,55.57,1,1,0,0,0,0,0,19,1055.83,0
0,0,1,0,47.5,0,0,1,0,0,1,0,24,1140.0,0
1,0,1,0,83.04,0,0,0,1,0,1,0,35,2906.4,1
0,0,1,0,48.21,0,0,0,1,0,2,0,48,2314.08,0
0,1,0,0,109.89,1,0,1,0,0,3,1,24,2637.36,1
0,0,1,0,89.01,0,1,0,0,0,1,0,70,6230.7,1
1,0,1,0,111.92,1,0,1,0,0,3,0,48,5372.16,0
1,1,0,0,61.81,0,1,0,0,0,2,1,18,1112.58,0
0,0,1,0,110.6,0,0,0,0,1,2,0,3,331.8,1
1,1,0,0,31.45,0,0,1,0,0,0,0,38,1195.1,0
0,0,1,0,96.35,1,0,1,0,0,3,0,32,3083.2,1
0,0,1,0,86.19,0,0,1,0,0,2,0,65,5602.35,1
0,0,1,0,101.91,0,0,0,0,1,1,0,12,1222.92,0
2,0,1,0,44.07,1,1,0,0,0,3,1,36,1586.52,0
0,0,1,0,88.04,1,0,0,0,1,1,0,15,1320.6,1
0,0,0,1,27.12,0,0,1,0,0,1,0,62,1681.44,0
1,1,0,0,87.6,1,1,0,0,0,0,1,37,3241.2,0
0,0,0,1,110.74,0,0,0,1,0,4,1,24,2657.76,1
0,0,1,0,68.25,0,0,1,0,0,2,0,6,409.5,0
0,0,1,0,87.85,0,1,0,0,0,1,0,29,2547.65,1
0,0,1,0,66.95,0,1,0,0,0,1,0,45,3012.75,0
0,0,1,0,33.89,0,1,0,0,0,2,1,35,1186.15,1
0,0,0,1,20.12,0,1,0,0,0,5,0,55,1106.6,1
2,0,1,0,112.61,0,1,0,0,0,1,0,50,5630.5,0
0,0,0,1,42.61,1,0,0,1,0,2,0,68,2897.48,0
0,0,0,1,88.82,0,0,1,0,0,1,1,36,3197.52,1
0,0,0,1,52.86,1,0,0,1,0,4,1,70,3700.2,0
0,0,1,0,22.34,1,0,0,1,0,2,0,52,1161.68,0
0,0,1,0,57.5,1,0,0,0,1,0,1,38,2185.0,1
1,0,1,0,71.42,0,0,1,0,0,0,0,42,2999.64,0
0,0,1,0,27.21,0,0,1,0,0,1,0,65,1768.65,0
1,0,1,0,45.23,0,0,1,0,0,1,0,1,45.23,0
0,1,0,0,61.35,1,0,0,1,0,2,1,2,122.7,0
0,0,1,0,76.37,0,0,1,0,0,0,1,17,1298.29,0
2,0,0,1,62.03,1,0,0,1,0,1,0,58,3597.74,0
0,1,0,0,86.63,0,0,1,0,0,1,1,31,2685.53,0
1,0,1,0,94.88,0,0,0,0,1,4,1,1,94.88,0
0,0,0,1,99.41,1,0,1,0,0,1,1,11,1093.51,0
1,0,1,0,30.07,1,1,0,0,0,3,0,51,1533.57,0
1,1,0,0,107.36,0,1,0,0,0,3,0,56,6012.16,1
0,0,1,0,85.23,0,0,1,0,0,3,0,19,1619.37,1
1,1,0,0,104.59,1,1,0,0,0,0,1,49,5124.91,1
2,0,1,0,41.95,0,0,1,0,0,1,0,45,1887.75,0
2,0,1,0,104.35,0,0,1,0,0,3,0,57,5947.95,1
0,0,0,1,119.77,0,0,0,0,1,0,1,55,6587.35,0
0,0,1,0,107.38,0,0,0,1,0,1,1,49,5261.62,0
2,0,1,0,118.97,0,0,0,1,0,1,0,32,3807.04,0
1,0,1,0,118.13,0,1,0,0,0,0,0,23,2716.99,0
2,0,1,0,96.49,1,0,0,1,0,3,0,53,5113.97,1
2,0,1,0,67.61,1,1,0,0,0,0,0,66,4462.26,0
0,1,0,0,92.92,0,0,0,0,1,3,0,38,3530.96,1
0,1,0,0,77.17,0,0,0,0,1,1,0,36,2778.12,0
2,0,1,0,86.3,0,0,0,0,1,1,1,10,863.0,0
0,0,1,0,45.62,0,0,0,1,0,3,1,3,136.86,1
1,0,1,0,118.65,0,0,0,0,1,1,0,12,1423.8,0
0,1,0,0,73.56,1,1,0,0,0,1,1,70,5149.2,0
1,0,1,0,92.96,0,0,0,0,1,4,0,50,4648.0,1
1,0,1,0,97.0,1,0,1,0,0,0,0,60,5820.0,0
2,0,1,0,91.64,1,0,0,1,0,2,0,63,5773.32,1
0,0,1,0,98.18,0,1,0,0,0,2,0,18,1767.24,0
2,1,0,0,47.53,0,0,0,0,1,1,0,6,285.18,0
1,1,0,0,52.22,0,0,1,0,0,1,0,50,2611.0,0
2,0,1,0,80.39,1,0,0,1,0,2,1,60,4823.4,0
2,1,0,0,111.56,0,0,0,0,1,3,0,15,1673.4,0
1,0,1,0,24.66,0,0,0,0,1,3,0,19,468.54,0
0,1,0,0,108.72,1,0,0,1,0,1,1,50,5436.0,0
0,0,1,0,73.85,0,0,0,1,0,1,0,71,5243.35,0
1,0,0,1,108.13,1,0,1,0,0,0,1,1,108.13,1
1,0,1,0,98.47,1,0,1,0,0,2,0,15,1477.05,1
0,1,0,0,101.05,0,0,0,1,0,2,0,44,4446.2,1
1,1,0,0,88.57,0,0,0,1,0,4,1,50,4428.5,0
0,0,1,0,70.41,0,1,0,0,0,1,1,55,3872.55,0
0,0,1,0,79.79,0,0,0,0,1,2,1,71,5665.09,1
1,0,1,0,29.89,0,0,0,1,0,2,1,9,269.01,0
0,1,0,0,97.26,0,0,0,1,0,2,0,13,1264.38,0
2,0,1,0,65.95,0,0,0,0,1,1,1,46,3033.7,1
0,0,0,1,79.2,1,0,1,0,0,5,0,6,475.2,1
2,0,1,0,39.49,1,0,0,0,1,0,1,68,2685.32,0
0,1,0,0,74.34,1,0,1,0,0,3,0,57,4237.38,0
0,0,1,0,93.9,0,1,0,0,0,1,0,23,2159.7,1
0,0,1,0,35.78,1,0,0,1,0,1,1,54,1932.12,0
0,0,1,0,70.3,0,0,0,1,0,1,0,39,2741.7,0
0,0,1,0,49.14,0,1,0,0,0,0,0,20,982.8,1
0,0,1,0,114.59,1,0,0,1,0,1,1,10,1145.9,0
1,1,0,0,103.49,1,0,1,0,0,3,0,35,3622.15,1
1,1,0,0,29.65,1,0,0,1,0,2,1,27,800.55,0
2,0,1,0,32.82,1,0,0,1,0,1,0,31,1017.42,0
0,0,1,0,83.98,1,0,1,0,0,1,0,57,4786.86,1
0,0,0,1,55.24,0,0,0,1,0,2,1,50,2762.0,0
0,0,1,0,100.26,0,0,0,1,0,1,0,42,4210.92,1
1,0,1,0,20.2,0,0,1,0,0,1,0,46,929.2,0
0,0,0,1,25.62,1,0,0,1,0,1,0,45,1152.9,0
0,1,0,0,66.15,1,0,1,0,0,0,1,36,2381.4,0
0,0,1,0,84.46,0,0,0,0,1,3,0,14,1182.44,1
0,1,0,0,56.58,0,0,1,0,0,2,1,43,2432.94,0
0,1,0,0,55.97,0,0,0,1,0,2,0,14,783.58,0
0,1,0,0,52.52,1,0,0,0,1,3,0,42,2205.84,1
0,0,1,0,52.04,0,0,1,0,0,1,0,63,3278.52,0
0,0,1,0,86.3,0,0,0,0,1,0,0,2,172.6,1
2,0,1,0,33.94,0,0,1,0,0,0,0,2,67.88,0
0,0,1,0,69.34,1,0,0,1,0,3,0,67,4645.78,1
0,0,1,0,31.48,1,0,0,0,1,6,1,51,1605.48,1
0,0,1,0,20.95,0,0,0,1,0,0,0,41,858.95,0
1,1,0,0,31.65,0,1,0,0,0,1,0,1,31.65,0
1,1,0,0,48.9,1,1,0,0,0,2,1,55,2689.5,0
1,0,0,1,30.99,0,0,0,0,1,2,0,58,1797.42,0
2,0,0,1,28.49,0,0,0,0,1,1,1,49,1396.01,0
0,1,0,0,70.72,1,0,0,0,1,1,0,3,212.16,1
0,1,0,0,95.54,0,0,0,1,0,3,0,59,5636.86,1
2,0,0,1,87.22,0,1,0,0,0,2,1,19,1657.18,0
0,0,0,1,106.42,0,1,0,0,0,1,1,68,7236.56,0
0,0,1,0,42.43,0,0,1,0,0,2,0,71,3012.53,1
0,0,1,0,106.51,0,0,0,0,1,3,1,63,6710.13,1
0,0,0,1,119.3,0,0,0,0,1,0,0,15,1789.5,1
0,0,1,0,20.16,0,0,0,0,1,0,0,33,665.28,0
1,0,1,0,32.27,1,1,0,0,0,1,1,5,161.35,0
0,0,1,0,69.6,0,0,1,0,0,3,0,20,1392.0,1
0,1,0,0,53.54,0,1,0,0,0,1,0,46,2462.84,1
0,1,0,0,83.92,0,0,0,1,0,1,0,29,2433.68,1
0,1,0,0,52.04,1,0,0,0,1,0,0,72,3746.88,0
1,1,0,0,109.84,0,1,0,0,0,1,1,49,5382.16,0
0,0,1,0,99.68,0,1,0,0,0,1,1,3,299.04,1
0,1,0,0,66.34,0,0,0,0,1,2,0,39,2587.26,0
2,1,0,0,116.13,1,0,1,0,0,2,1,3,348.39,1
0,0,1,0,51.45,0,0,1,0,0,0,0,32,1646.4,0
0,1,0,0,42.89,0,0,0,0,1,2,0,12,514.68,0
0,1,0,0,76.14,0,0,0,0,1,1,1,62,4720.68,0
2,1,0,0,41.57,0,0,1,0,0,6,0,23,956.11,0
0,0,1,0,21.26,0,0,0,0,1,0,0,39,829.14,0
0,1,0,0,104.76,1,0,1,0,0,3,0,22,2304.72,1
1,0,1,0,50.59,0,0,0,0,1,1,0,16,809.44,0
0,1,0,0,86.71,0,0,1,0,0,3,0,1,86.71,1
2,0,1,0,63.9,1,0,0,1,0,4,1,13,830.7,0
0,0,1,0,39.37,1,0,1,0,0,0,0,37,1456.69,0
1,0,1,0,97.73,1,1,0,0,0,3,0,62,6059.26,1
1,1,0,0,79.2,0,1,0,0,0,2,0,36,2851.2,0
0,0,1,0,61.9,0,0,0,0,1,1,1,42,2599.8,0
2,1,0,0,119.95,0,0,0,0,1,2,0,64,7676.8,0
0,1,0,0,46.44,1,1,0,0,0,0,1,70,3250.8,1
0,0,1,0,108.38,0,1,0,0,0,2,0,57,6177.66,1
0,1,0,0,106.96,1,1,0,0,0,3,1,49,5241.04,1
0,1,0,0,114.7,0,1,0,0,0,5,0,52,5964.4,1
1,0,0,1,35.7,0,0,0,1,0,4,0,68,2427.6,0
0,0,1,0,81.25,1,0,0,0,1,3,0,71,5768.75,1
0,0,0,1,40.6,0,0,0,0,1,0,0,52,2111.2,0
0,0,0,1,64.71,0,0,0,0,1,2,0,39,2523.69,0
0,1,0,0,28.5,1,0,0,1,0,0,0,43,1225.5,1
1,1,0,0,65.08,0,1,0,0,0,3,0,20,1301.6,0
1,1,0,0,23.92,0,1,0,0,0,2,0,8,191.36,1
0,1,0,0,107.69,0,0,0,0,1,3,0,69,7430.61,1
0,0,0,1,62.6,0,0,0,0,1,1,1,69,4319.4,0
0,1,0,0,27.55,0,1,0,0,0,1,0,57,1570.35,0
0,1,0,0,73.47,1,0,0,1,0,0,0,29,2130.63,0
1,1,0,0,22.4,1,1,0,0,0,2,0,71,1590.4,0
2,0,1,0,90.51,1,0,1,0,0,0,0,14,1267.14,0
1,1,0,0,32.02,0,0,0,1,0,1,0,29,928.58,0
0,0,1,0,58.73,1,0,1,0,0,3,1,16,939.68,0
0,0,1,0,77.06,0,0,0,1,0,0,0,3,231.18,1
0,1,0,0,65.14,0,0,0,0,1,1,1,12,781.68,0
0,1,0,0,106.7,0,0,1,0,0,0,0,16,1707.2,1
0,1,0,0,59.93,1,0,0,0,1,1,1,2,119.86,0
0,0,0,1,91.0,0,0,0,1,0,1,0,41,3731.0,1
0,0,0,1,45.96,0,0,1,0,0,0,0,65,2987.4,0
0,1,0,0,73.29,1,0,0,1,0,2,0,28,2052.12,0
2,0,1,0,99.5,0,0,0,0,1,0,0,43,4278.5,0
0,0,1,0,23.56,0,0,0,0,1,0,0,1,23.56,1
1,0,1,0,110.65,1,0,0,0,1,1,0,63,6970.95,0
0,1,0,0,90.37,0,0,0,1,0,0,0,21,1897.77,0
1,0,1,0,29.02,0,0,0,0,1,1,1,14,406.28,0
1,0,1,0,71.91,0,0,0,0,1,2,1,27,1941.57,0
1,1,0,0,52.78,1,0,0,0,1,1,1,30,1583.4,1
0,0,1,0,97.45,1,0,0,1,0,3,1,1,97.45,1
2,0,0,1,97.65,1,1,0,0,0,2,0,46,4491.9,0
0,0,1,0,31.28,1,0,0,0,1,2,0,56,1751.68,0
0,0,1,0,74.34,1,0,0,1,0,1,0,25,1858.5,0
1,0,1,0,78.91,1,1,0,0,0,1,0,44,3472.04,1
0,0,1,0,117.3,0,0,0,1,0,0,0,15,1759.5,1
0,0,0,1,48.17,0,1,0,0,0,1,0,38,1830.46,1
0,0,1,0,20.08,1,0,0,1,0,0,0,63,1265.04,0
0,0,1,0,77.39,0,0,1,0,0,0,0,9,696.51,0
0,0,1,0,117.37,1,0,0,1,0,2,1,34,3990.58,0
1,0,1,0,31.99,1,0,1,0,0,0,1,49,1567.51,1
1,1,0,0,44.12,0,0,1,0,0,3,0,39,1720.68,1
0,1,0,0,87.07,1,0,0,0,1,2,0,42,3656.94,1
0,1,0,0,50.86,0,1,0,0,0,2,1,63,3204.18,1
1,1,0,0,39.42,0,1,0,0,0,2,0,68,2680.56,0
1,0,1,0,52.91,1,1,0,0,0,4,0,61,3227.51,1
0,0,0,1,55.97,0,0,1,0,0,0,0,64,3582.08,0
1,1,0,0,86.93,1,0,0,1,0,3,1,20,1738.6,0
0,1,0,0,87.25,0,0,1,0,0,2,1,52,4537.0,0
2,0,1,0,109.71,0,0,1,0,0,0,1,47,5156.37,0
2,1,0,0,38.18,1,0,0,1,0,3,0,32,1221.76,1
2,0,1,0,93.88,1,0,0,1,0,0,0,62,5820.56,0
0,0,1,0,101.33,0,0,0,0,1,1,0,57,5775.81,1
0,0,1,0,92.83,0,0,0,0,1,1,0,27,2506.41,1
0,0,1,0,63.38,1,0,1,0,0,1,1,19,1204.22,0
0,0,1,0,102.39,1,1,0,0,0,4,1,53,5426.67,0
0,0,0,1,112.69,1,0,0,0,1,3,0,9,1014.21,1
0,0,1,0,78.25,0,0,0,1,0,1,0,5,391.25,1
1,0,1,0,89.47,1,0,1,0,0,1,0,11,984.17,0
1,0,1,0,87.94,1,0,1,0,0,2,0,49,4309.06,0
0,0,1,0,40.8,0,0,0,1,0,4,0,35,1428.0,0
1,0,1,0,112.64,1,0,1,0,0,1,1,50,5632.0,1
0,0,1,0,92.34,1,0,0,1,0,3,0,41,3785.94,1
1,1,0,0,74.0,1,0,0,1,0,2,0,62,4588.0,0
0,1,0,0,100.01,0,0,1,0,0,0,1,26,2600.26,0
0,1,0,0,58.67,1,0,1,0,0,3,1,8,469.36,0
0,0,1,0,52.88,1,1,0,0,0,2,1,19,1004.72,0
2,0,1,0,59.86,0,0,1,0,0,2,0,19,1137.34,0
1,0,1,0,103.98,0,1,0,0,0,5,0,44,4575.12,1
1,1,0,0,87.73,0,0,0,0,1,4,0,48,4211.04,1
0,0,1,0,65.44,1,1,0,0,0,3,0,42,2748.48,1
0,1,0,0,93.62,1,0,0,0,1,3,0,31,2902.22,1
0,0,1,0,76.62,0,1,0,0,0,3,0,30,2298.6,1
2,1,0,0,69.3,1,1,0,0,0,1,1,69,4781.7,0
1,1,0,0,35.65,0,1,0,0,0,1,1,27,962.55,0
2,1,0,0,62.7,0,0,1,0,0,2,0,54,3385.8,0
1,0,1,0,103.92,0,1,0,0,0,0,0,3,311.76,0
1,1,0,0,81.3,1,0,0,1,0,0,0,43,3495.9,0
0,0,1,0,99.98,1,1,0,0,0,2,0,64,6398.72,1
0,0,1,0,85.44,0,0,1,0,0,1,0,28,2392.32,1
1,0,0,1,85.58,0,0,0,0,1,0,0,17,1454.86,0
1,1,0,0,83.51,1,0,0,0,1,1,0,52,4342.52,0
0,0,1,0,43.23,0,1,0,0,0,1,1,48,2075.04,0
1,0,1,0,89.97,0,1,0,0,0,1,1,24,2159.28,0
0,0,1,0,85.03,0,0,1,0,0,2,0,62,5271.86,1
0,0,1,0,63.42,1,0,0,0,1,0,1,42,2663.64,0
1,0,1,0,73.82,0,0,0,1,0,0,0,49,3617.18,0
1,0,1,0,112.55,0,0,0,0,1,1,0,50,5627.5,0
0,0,1,0,57.52,0,0,1,0,0,1,0,34,1955.68,1
1,0,1,0,79.56,1,1,0,0,0,0,0,64,5091.84,0
1,1,0,0,66.35,0,0,0,0,1,0,1,13,862.55,0
0,1,0,0,37.83,1,0,0,1,0,1,0,37,1399.71,0
0,0,1,0,104.45,0,1,0,0,0,1,0,64,6684.8,1
2,0,1,0,26.85,0,0,0,0,1,0,0,21,563.85,0
2,1,0,0,101.07,1,1,0,0,0,1,0,39,3941.73,0
0,0,1,0,29.14,0,0,0,0,1,2,1,47,1369.58,0
0,1,0,0,23.93,0,0,1,0,0,4,1,26,622.18,1
1,0,1,0,103.7,0,1,0,0,0,4,1,46,4770.2,0
1,0,0,1,38.95,0,0,1,0,0,1,0,34,1324.3,0
0,0,0,1,74.6,0,0,0,0,1,0,0,53,3953.8,1
0,0,1,0,62.23,0,0,1,0,0,0,0,71,4418.33,0
0,1,0,0,80.28,1,0,0,0,1,0,0,37,2970.36,1
0,0,0,1,52.13,0,1,0,0,0,1,0,72,3753.36,1
0,0,1,0,29.47,1,0,0,0,1,1,1,32,943.04,0
1,0,1,0,87.17,0,0,1,0,0,1,1,19,1656.23,0
0,1,0,0,50.43,0,0,1,0,0,1,0,28,1412.04,0
0,1,0,0,67.95,1,0,1,0,0,3,0,5,339.75,1
0,1,0,0,25.93,1,0,1,0,0,2,0,51,1322.43,0
2,1,0,0,22.18,1,0,1,0,0,1,1,33,731.94,0
0,0,1,0,77.77,1,0,0,1,0,3,0,41,3188.57,1
0,0,1,0,79.16,1,0,1,0,0,1,1,32,2533.12,0
0,0,1,0,25.15,0,0,0,1,0,2,0,35,880.25,0
0,1,0,0,110.9,1,0,1,0,0,2,0,5,554.5,1
0,1,0,0,91.19,0,1,0,0,0,1,0,11,1003.09,1
0,0,1,0,23.24,1,0,0,0,1,2,1,19,441.56,0
2,0,1,0,24.48,0,0,0,1,0,3,0,20,489.6,1
1,0,1,0,90.12,0,0,0,0,1,0,0,55,4956.6,0
2,0,1,0,45.4,0,0,1,0,0,2,0,38,1725.2,1
2,0,1,0,57.94,1,0,0,1,0,1,0,68,3939.92,0
0,0,1,0,28.8,0,0,1,0,0,1,0,49,1411.2,0
0,1,0,0,62.54,0,0,1,0,0,3,1,68,4252.72,0
0,0,1,0,36.86,1,0,0,0,1,3,0,31,1142.66,1
0,0,1,0,31.63,0,0,1,0,0,1,0,26,822.38,0
0,0,0,1,42.4,0,0,0,0,1,2,0,68,2883.2,0
0,1,0,0,113.1,0,0,0,1,0,1,1,23,2601.3,1
0,0,1,0,48.76,1,1,0,0,0,1,1,51,2486.76,1
0,1,0,0,90.97,0,0,0,0,1,0,0,63,5731.11,1
2,0,1,0,35.04,1,0,0,1,0,3,0,24,840.96,1
2,0,1,0,106.11,0,0,0,1,0,3,0,72,7639.92,0
1,1,0,0,51.06,0,0,1,0,0,1,0,18,919.08,0
2,1,0,0,119.86,0,0,0,0,1,2,0,72,8629.92,0
0,1,0,0,26.04,0,1,0,0,0,2,0,53,1380.12,0
0,0,1,0,64.33,0,0,0,1,0,3,1,9,578.97,0
0,1,0,0,94.38,0,1,0,0,0,0,0,18,1698.84,1
0,0,0,1,76.76,0,0,0,0,1,2,0,34,2609.84,0
2,1,0,0,86.21,0,0,0,1,0,3,0,6,517.26,1
0,0,1,0,54.55,1,0,1,0,0,3,0,72,3927.6,1
0,0,1,0,24.17,1,0,1,0,0,3,0,58,1401.86,1
0,0,1,0,65.15,1,0,0,0,1,0,0,55,3583.25,0
0,1,0,0,63.3,0,1,0,0,0,2,0,22,1392.6,0
0,0,0,1,43.11,0,0,0,0,1,2,0,53,2284.83,0
0,1,0,0,87.85,0,0,0,0,1,1,0,54,4743.9,1
0,0,1,0,41.71,1,0,0,0,1,0,1,44,1835.24,0
1,1,0,0,42.72,0,1,0,0,0,1,1,9,384.48,1
0,0,1,0,21.87,1,0,1,0,0,2,1,13,284.31,0
2,1,0,0,100.65,1,0,0,1,0,1,0,30,3019.5,0
0,0,1,0,69.25,0,1,0,0,0,1,0,53,3670.25,0
0,1,0,0,74.6,0,1,0,0,0,3,0,50,3730.0,1
2,0,1,0,37.58,0,0,0,1,0,2,0,2,75.16,1
0,1,0,0,30.23,0,1,0,0,0,1,1,15,453.45,1
0,0,1,0,20.59,0,0,1,0,0,4,0,42,864.78,1
0,0,0,1,21.45,1,0,0,1,0,2,1,6,128.7,0
0,0,1,0,86.06,0,1,0,0,0,3,1,56,4819.36,1
0,1,0,0,59.71,0,1,0,0,0,2,0,33,1970.43,0
1,0,1,0,69.22,1,0,0,0,1,0,1,8,553.76,1
1,0,1,0,33.75,0,1,0,0,0,0,0,35,1181.25,0
1,0,1,0,116.07,0,0,0,1,0,1,0,9,1044.63,0
0,0,1,0,118.14,0,0,0,0,1,1,0,62,7324.68,1
0,0,1,0,108.21,1,0,1,0,0,0,0,62,6709.02,0
0,0,1,0,72.53,0,0,0,0,1,1,0,51,3699.03,0
0,0,1,0,47.08,1,0,0,1,0,1,1,49,2306.92,0
0,0,1,0,117.92,0,0,1,0,0,1,0,47,5542.24,1
2,0,1,0,30.42,1,0,1,0,0,0,0,21,638.82,0
2,1,0,0,20.84,0,0,1,0,0,1,1,64,1333.76,0
0,1,0,0,20.12,0,0,0,1,0,0,0,22,442.64,0
0,1,0,0,111.4,0,0,0,0,1,1,0,68,7575.2,1
0,1,0,0,105.01,0,0,0,0,1,1,0,2,210.02,1
0,0,1,0,76.16,0,0,0,0,1,1,0,68,5178.88,0
0,0,1,0,32.0,0,0,1,0,0,3,1,66,2112.0,1
0,0,1,0,99.3,1,0,0,0,1,2,0,5,496.5,1
0,0,1,0,48.15,0,0,0,1,0,1,0,46,2214.9,0
1,0,1,0,104.54,0,1,0,0,0,2,0,52,5436.08,0
0,1,0,0,70.38,0,0,0,0,1,1,1,18,1266.84,0
0,0,1,0,45.92,1,1,0,0,0,2,0,61,2801.12,0
0,1,0,0,59.75,1,0,0,0,1,0,0,22,1314.5,0
1,0,1,0,76.13,1,0,0,0,1,2,1,64,4872.32,0
0,0,1,0,28.52,0,0,1,0,0,1,1,3,85.56,0
1,0,1,0,25.57,1,0,0,0,1,1,0,32,818.24,0
2,0,1,0,30.18,1,1,0,0,0,2,0,21,633.78,0
0,0,1,0,89.71,1,0,0,0,1,1,0,20,1794.2,1
0,0,1,0,119.74,0,0,0,1,0,0,0,53,6346.22,0
0,1,0,0,109.14,1,1,0,0,0,3,0,22,2401.08,1
0,0,1,0,51.29,1,1,0,0,0,3,0,19,974.51,1
0,0,1,0,55.17,1,0,1,0,0,2,0,71,3917.07,0
2,0,1,0,83.52,1,0,0,1,0,3,0,61,5094.72,1
0,1,0,0,96.7,0,0,0,1,0,1,1,30,2901.0,0
0,0,1,0,104.15,1,1,0,0,0,3,0,18,1874.7,1
0,0,1,0,90.28,0,1,0,0,0,1,1,44,3972.32,0
0,0,1,0,106.99,1,0,0,0,1,0,1,26,2781.74,0
0,1,0,0,116.52,0,1,0,0,0,4,0,37,4311.24,0
0,1,0,0,119.31,0,1,0,0,0,2,1,70,8351.7,1
1,0,1,0,72.83,0,0,0,1,0,1,0,57,4151.31,0
2,1,0,0,89.63,0,0,0,0,1,2,0,18,1613.34,0
0,0,1,0,58.63,1,0,0,1,0,2,0,43,2521.09,0
1,1,0,0,111.32,1,1,0,0,0,1,0,67,7458.44,0
0,0,1,0,96.59,1,0,0,0,1,2,0,46,4443.14,1
0,1,0,0,84.66,0,0,0,0,1,2,0,42,3555.72,0
0,0,0,1,97.83,1,1,0,0,0,1,1,48,4695.84,1
0,0,0,1,27.3,1,0,0,1,0,2,0,19,518.7,0
0,0,1,0,113.34,0,0,1,0,0,0,1,56,6347.04,0
1,1,0,0,58.37,1,0,0,0,1,0,0,38,2218.06,0
0,0,1,0,69.25,1,0,0,1,0,3,0,4,277.0,1
0,1,0,0,75.76,0,0,0,0,1,1,0,50,3788.0,0
0,0,1,0,52.83,1,0,1,0,0,2,1,43,2271.69,0
1,0,1,0,73.31,1,0,0,1,0,2,0,24,1759.44,0
1,0,1,0,70.28,0,0,0,1,0,1,0,14,983.92,0
0,1,0,0,59.7,1,1,0,0,0,0,1,38,2268.6,0
1,0,1,0,116.69,0,0,0,0,1,4,1,9,1050.21,0
1,1,0,0,57.87,1,1,0,0,0,2,0,54,3124.98,1
2,0,0,1,113.61,0,0,1,0,0,2,0,23,2613.03,0
0,0,1,0,104.63,1,0,0,0,1,1,0,5,523.15,1
0,0,1,0,101.03,0,1,0,0,0,1,0,47,4748.41,1
0,0,1,0,71.17,1,0,0,1,0,0,1,49,3487.33,1
1,0,0,1,115.95,0,1,0,0,0,2,0,66,7652.7,0
0,0,1,0,89.51,0,0,1,0,0,4,0,28,2506.28,0
0,1,0,0,78.52,1,0,0,1,0,2,0,31,2434.12,0
0,0,1,0,45.32,1,0,1,0,0,1,0,72,3263.04,0
1,1,0,0,69.96,1,0,0,1,0,0,0,42,2938.32,0
